"DOI","openalex_id","Year","Authors","Title","Journal","Open Access"
"10.1037/a0032389","https://openalex.org/W2020691904",2013,"Marc N. Potenza; Iris M. Balodis; Christine A. Franco; Scott A. Bullock; Jiansong Xu; Tammy Chung; Jon E. Grant","Neurobiological considerations in understanding behavioral treatments for pathological gambling.","Psychology of Addictive Behaviors",FALSE
"10.1080/13642537.2010.488875","https://openalex.org/W2086179212",2010,"Devvarta Kumar; Mohammad Zia Ul Haq; Indu Dubey; Kainaz N. Dotivala; Shazia Veqar Siddiqui; Ravi Prakash; Priyadarshee Abhishek; S. Haque Nizamie","Effect of meta-cognitive training in the reduction of positive symptoms in schizophrenia","European Journal Of Psychotherapy & Counselling",FALSE
"10.1111/j.1468-2850.2007.00100.x","https://openalex.org/W2103387442",2007,"Bethany A. Burum; Marvin R. Goldfried","The centrality of emotion to psychological change.","Clinical Psychology-science and Practice",FALSE
"10.1111/j.1468-2850.2007.00096.x","https://openalex.org/W2041334757",2007,"Cynthia Suveg; Michael A. Southam-Gerow; Kimberly L. Goodman; Philip C. Kendall","The role of emotion theory and research in child therapy development.","Clinical Psychology-science and Practice",FALSE
"10.1037/0033-3204.43.2.201","https://openalex.org/W2078871501",2006,"Phillip M. Massad; Timothy L. Hulsey","Causal attributions in posttraumatic stress disorder: Implications for clinical research and practice.","Psychotherapy",FALSE
"10.1901/jaba.2002.35-391","https://openalex.org/W2136975912",2002,"Ronald Lee; Jennifer J. McComas; Jennifer Jawor","THE EFFECTS OF DIFFERENTIAL AND LAG REINFORCEMENT SCHEDULES ON VARIED VERBAL RESPONDING BY INDIVIDUALS WITH AUTISM","Journal of Applied Behavior Analysis",FALSE
"10.1901/jaba.1999.32-317","https://openalex.org/W2169784200",1999,"Rachel H. Thompson; Brian A. Iwata; Juliet Conners; Eileen M. Roscoe","EFFECTS OF REINFORCEMENT FOR ALTERNATIVE BEHAVIOR DURING PUNISHMENT OF SELF-INJURY","Journal of Applied Behavior Analysis",TRUE
"10.1521/pdps.2019.47.1.53","https://openalex.org/W2922371710",2019,"Richard A. Chefetz","Psycho-Neurobiology and Its Potential Influence on Psychotherapy: Being, Doing, and the Risk of Scientism","Psychodynamic psychiatry",FALSE
"10.1002/anzf.1333","https://openalex.org/W2898761160",2018,"Susan Hart; Stine Lindahl Jacobsen","The Neuroaffective Triangle and Organising Intervention as a Conceptual Framework for Family Therapy","Australian and New Zealand Journal of Family Therapy",FALSE
"10.1080/15289168.2018.1425588","https://openalex.org/W2777565320",2018,"Susan Hart; Stine Lindahl Jacobsen","Zones of Proximal Emotional Development — Psychotherapy Within a Neuroaffective Perspective","Journal of Infant, Child, and Adolescent Psychotherapy",FALSE
"10.1515/revneuro-2016-0070","https://openalex.org/W2578751122",2017,"Anabel González; Lucía del Río-Casanova; Ania Justo-Alonso","Integrating neurobiology of emotion regulation and trauma therapy: reflections on EMDR therapy","Reviews in The Neurosciences",FALSE
"10.1016/j.jtcc.2012.06.004","https://openalex.org/W2148268574",2012,"Pascal Vianin","Des outils de thérapie cognitivo-comportementale pour la remédiation cognitive","Journal de Thérapie Comportementale et Cognitive",FALSE
"10.1016/j.jad.2021.07.005","https://openalex.org/W3185438213",2021,"Guy S. Diamond; Gary M. Diamond; Suzanne Levy","Attachment-based family therapy: Theory, clinical model, outcomes, and process research","Journal of Affective Disorders",NA
"10.1016/j.copsyc.2016.05.001","https://openalex.org/W2391991620",2017,"Stephanie A. Wiebe; Susan M. Johnson","Creating relationships that foster resilience in Emotionally Focused Therapy","Current opinion in psychology",FALSE
"10.1037/cap0000025","https://openalex.org/W1792008887",2015,"Kenneth N. Levy; Benjamin N. Johnson; Tracy L. Clouthier; J. Wesley Scala; Christina M. Temes","An attachment theoretical framework for personality disorders.","Canadian Psychology",FALSE
"10.1080/14616734.2011.608987","https://openalex.org/W2152707585",2011,"Sigal Zilcha-Mano; Mario Mikulincer; Phillip R. Shaver","Pet in the therapy room: An attachment perspective on Animal-Assisted Therapy","Attachment & Human Development",FALSE
"10.1037/a0025491","https://openalex.org/W1988318421",2011,"Natasha Prenn","Mind the gap: AEDP interventions translating attachment theory into clinical practice.","Journal of Psychotherapy Integration",FALSE
"10.1007/s10567-009-0058-z","https://openalex.org/W2107426491",2009,"Floor M. Sauter; David Heyne; P. Michiel Westenberg","Cognitive Behavior Therapy for Anxious Adolescents: Developmental Influences on Treatment Design and Delivery","Clinical Child and Family Psychology Review",TRUE
"10.1016/j.cpr.2009.02.005","https://openalex.org/W2110167041",2009,"Kathleen Restifo; Susan M. Bögels","Family processes in the development of youth depression: Translating the evidence to treatment","Clinical Psychology Review",FALSE
"10.1037/h0100823","https://openalex.org/W1972785344",2007,"Walter Prather","Trauma and psychotherapy: Implications from a behavior analysis perspective.","The International Journal of Behavioral Consultation and Therapy",FALSE
"10.1111/j.1545-5300.2002.41311.x","https://openalex.org/W2130395320",2002,"Howard A. Liddle; Seth J. Schwartz","Attachment and Family Therapy: Clinical Utility of Adolescent-Family Attachment Research*","Family Process",FALSE
"10.1207/s15374424jccp2804_9","https://openalex.org/W1969560377",1999,"Ian M. Evans","Child-Focused Behavioral Assessment and Modification","Journal of Clinical Child Psychology",FALSE
"10.1177/1359104598033007","https://openalex.org/W1987727041",1998,"Howard A. Liddle; Cynthia L. Rowe; Gayle A. Dakof; Jennifer Lyke","Translating Parenting Research into Clinical Interventions for Families of Adolescents","Clinical Child Psychology and Psychiatry",FALSE
"10.1080/15538605.2019.1662358","https://openalex.org/W2980166586",2019,"Yen-Jui Lin; Tania Israel; William S. Ryan","Releasing Internalized Stigma for Empowerment: Development of Theory-Driven Interventions for Sexual and Gender Minorities","Journal of Lgbt Issues in Counseling",FALSE
"10.1037/int0000038","https://openalex.org/W2405667968",2017,"Johanna B. Folk; David J. Disabato; Fallon R. Goodman; Sarah P. Carter; Jennifer DiMauro; John H. Riskind","Wise additions bridge the gap between social psychology and clinical practice: Cognitive-behavioral therapy as an exemplar.","Journal of Psychotherapy Integration",TRUE
"10.1016/j.beth.2011.02.008","https://openalex.org/W2038179370",2012,"Thomas N. Bradbury; Justin A. Lavner","How Can We Improve Preventive and Educational Interventions for Intimate Relationships?","Behavior Therapy",FALSE
"10.1177/1745691614521781","https://openalex.org/W2043172410",2014,"Allison G. Harvey; Jason Lee; Joseph Jay Williams; Steven D. Hollon; Matthew P. Walker; Monique A. Thompson; Rita L. Smith","Improving Outcome of Psychosocial Treatments by Enhancing Memory and Learning","Perspectives on Psychological Science",NA
"10.1016/j.cpr.2020.101824","https://openalex.org/W3000381339",2020,"Stefan G. Hofmann; Joshua Curtiss; Steven C. Hayes","Beyond linear mediation: Toward a dynamic network approach to study treatment processes","Clinical Psychology Review",NA
"10.1016/j.jcbs.2019.07.003","https://openalex.org/W2965983154",2019,"Toshitaka; Hirofumi Sato; Norio Watanabe; Masaki Kondo; Akihiko Masuda; Steven C. Hayes; Tatsuo Akechi","Psychological flexibility-based interventions versus first-line psychosocial interventions for substance use disorders: Systematic review and meta-analyses of randomized controlled trials","Journal of contextual behavioral science",FALSE
"10.1177/2167702618772296","https://openalex.org/W2807203549",2019,"Stefan G. Hofmann; Steven C. Hayes","The Future of Intervention Science: Process-Based Therapy","Clinical psychological science",TRUE
"10.1016/j.brat.2018.10.005","https://openalex.org/W2897105565",2019,"Steven C. Hayes; Stefan G. Hofmann; Cory E. Stanton; Joseph K. Carpenter; Brandon T. Sanford; Joshua Curtiss; Joseph Ciarrochi","The role of the individual in the coming era of process-based therapy","Behaviour Research and Therapy",FALSE
"10.1002/wps.20442","https://openalex.org/W2756552033",2017,"Steven C. Hayes; Stefan G. Hofmann","The third wave of cognitive behavioral therapy and the rise of process-based care","World Psychiatry",FALSE
"10.1002/da.22550","https://openalex.org/W2529954440",2016,"Diego A. Pizzagalli","Psychobiology of the intersection and divergence of depression and anxiety","Depression and Anxiety",TRUE
"10.1093/heapro/das070","https://openalex.org/W2118990743",2014,"Tom Van Daele; Chantal Van Audenhove; Dirk Hermans; Omer Van den Bergh; Stephan Van den Broucke","Empowerment implementation: enhancing fidelity and adaptation in a psycho-educational intervention","Health Promotion International",FALSE
"10.1016/j.bodyim.2007.12.002","https://openalex.org/W1985495822",2008,"Ulrike Buhlmann; Hannah E. Reese; Stefanie Renaud; Sabine Wilhelm","Clinical considerations for the treatment of body dysmorphic disorder with cognitive-behavioral therapy","Body Image",FALSE
"10.1016/j.jbtep.2007.10.004","https://openalex.org/W2142192834",2007,"Emily A. Holmes; Catherine Crane; Melanie J. V. Fennell; J. Mark G. Williams","Imagery about suicide in depression—“Flash-forwards”?","Journal of Behavior Therapy and Experimental Psychiatry",TRUE
"10.1016/j.brat.2007.02.013","https://openalex.org/W2116997906",2007,"Anoek Weertman; Arnoud Arntz","Effectiveness of treatment of childhood memories in cognitive therapy for personality disorders: A controlled study contrasting methods focusing on the present and methods focusing on childhood memories","Behaviour Research and Therapy",FALSE
"10.1026/1616-3443.36.1.46","https://openalex.org/W2133751194",2007,"Jessica Schneider; Winfried Rief","Selbstwirksamkeitserwartungen und Therapieerfolge bei Patienten mit anhaltender somatoformer Schmerzstörung (ICD-10: F45.4)","Zeitschrift Fur Klinische Psychologie Und Psychotherapie",FALSE
"10.1017/s0033291720000550","https://openalex.org/W3012658800",2021,"John R. Keefe; Thomas T Kim; Robert J. DeRubeis; David L. Streiner; Paul S. Links; Shelley McMain","Treatment selection in borderline personality disorder between dialectical behavior therapy and psychodynamic psychiatric management","Psychological Medicine",FALSE
"10.1016/j.brat.2014.07.011","https://openalex.org/W2036144700",2014,"Yunbo Yang; Tilo Kircher; Benjamin Straube","The neural correlates of cognitive behavioral therapy: Recent progress in the investigation of patients with panic disorder","Behaviour Research and Therapy",FALSE
"10.1016/j.brat.2014.08.005","https://openalex.org/W2078322025",2014,"Philippe R. Goldin; Michal Ziv; Hooria Jazaieri; Justin W. Weeks; James J. Gross; James J. Gross","Impact of cognitive-behavioral therapy for social anxiety disorder on the neural bases of emotional reactivity to and regulation of social evaluation","Behaviour Research and Therapy",NA
"10.1016/j.brat.2014.07.020","https://openalex.org/W2068562294",2014,"Allison M. Waters; Lara J. Farrell; Melanie J. Zimmer-Gembeck; Ella Lindsey Milliner; Evelin Tiralongo; Caroline L. Donovan; Harry McConnell; Brendan P. Bradley; Karin Mogg; Thomas H. Ollendick","Augmenting one-session treatment of children's specific phobias with attention training to positive stimuli","Behaviour Research and Therapy",NA
"10.1016/j.brat.2014.07.017","https://openalex.org/W2056896751",2014,"Andrea Reinecke; Kai V. Thilo; Nicola Filippini; Alison Croft; Catherine J. Harmer","Predicting rapid response to cognitive-behavioural treatment for panic disorder: The role of hippocampus, insula, and dorsolateral prefrontal cortex","Behaviour Research and Therapy",FALSE
"10.1016/j.brat.2014.08.012","https://openalex.org/W2015776484",2014,"Merel Kindt","A behavioural neuroscience perspective on the aetiology and treatment of anxiety disorders","Behaviour Research and Therapy",FALSE
"10.1016/j.brat.2014.08.011","https://openalex.org/W2070634445",2014,"Robin Nusslock; Christina B. Young; Katherine S.F. Damme","Elevated reward-related neural activation as a unique biological marker of bipolar disorder: Assessment and treatment implications","Behaviour Research and Therapy",NA
"10.1016/j.brat.2014.08.008","https://openalex.org/W2095466142",2014,"Manpreet K. Singh; Ian H. Gotlib","The neuroscience of depression: Implications for assessment and intervention","Behaviour Research and Therapy",FALSE
"10.1016/j.brat.2014.07.012","https://openalex.org/W1971564950",2014,"Bronwyn M. Graham; Bridget L. Callaghan; Rick Richardson","Bridging the gap: Lessons we have learnt from the merging of psychology and psychiatry for the optimisation of treatments for emotional disorders","Behaviour Research and Therapy",FALSE
"10.1037/tps0000301","https://openalex.org/W4205906174",2021,"Catarina Oliveira; Sara I. Faria; Raquel Almeida; Cristina Queirós; António Marques","Virtual reality in social skills training for people with schizophrenia.","Translational issues in psychological science",FALSE
"10.1037/tps0000291","https://openalex.org/W4206047394",2021,"Benjamin Arnfred; Peter Bang; Josefine Winther Davy; Lene Qvist Larsen; Carsten Hjorthøj; A. Bryde Christensen","Virtual reality exposure in cognitive behavioral group therapy for social anxiety disorder: A qualitative evaluation based on patients’ and therapists’ experiences.","Translational issues in psychological science",FALSE
"10.1037/tps0000217","https://openalex.org/W3011750737",2020,"Eelco Braad; Nick Degens; WA Wijnand IJsselsteijn","Designing for metacognition in game-based learning: A qualitative review.","Translational issues in psychological science",FALSE
"10.1037/tps0000163","https://openalex.org/W2891020046",2018,"Rhea L. Owens; Sarah R. Woolgar","Moving past pathology: Clinical applications of the Balanced Diagnostic Impressions (DICE-PM) model.","Translational issues in psychological science",FALSE
"10.1037/tps0000151","https://openalex.org/W2794800858",2018,"Anthony H. Ecker; Julia D. Buckner","The interactive influence of social anxiety and experimentally induced postevent processing on cannabis use.","Translational issues in psychological science",TRUE
"10.1037/tps0000090","https://openalex.org/W2564585181",2016,"Sungjin Im; Victoria M. Follette","Rumination and mindfulness related to multiple types of trauma exposure.","Translational issues in psychological science",FALSE
"10.1098/rstb.2017.0209","https://openalex.org/W2786863349",2018,"Renée M. Visser; Alex Lau-Zhu; Richard N. Henson; Emily A. Holmes","Multiple memory systems, multiple time points: how science can inform treatment to control the expression of unwanted emotional memories","Philosophical Transactions of the Royal Society B",TRUE
"10.1037/ccp0000308","https://openalex.org/W2903128041",2018,"Michael J. Kofler; Dustin E. Sarver; Kristin E. Austin; Hillary S. Schaefer; Elizabeth Holland; Paula A. Aduen; Erica L. Wells; Elia F. Soto; Lauren N. Irwin; Christopher Schatschneider; Christopher J. Lonigan","Can working memory training work for ADHD? Development of central executive training and comparison with behavioral parent training.","Journal of Consulting and Clinical Psychology",TRUE
"10.1037/ccp0000341","https://openalex.org/W2902009923",2018,"Aya Avishai; Mary Oldham; Stephen Kellett; Paschal Sheeran","Sustaining attendance at a mental health service: A randomized controlled trial.","Journal of Consulting and Clinical Psychology",NA
"10.1016/s2215-0366(20)30170-x","https://openalex.org/W3027730498",2020,"Simon E. Blackwell","Clinical efficacy of cognitive bias modification interventions","The Lancet Psychiatry",FALSE
"10.1016/s2215-0366(16)30080-3","https://openalex.org/W2505115395",2016,"Abigail Moss; H Valerie Curran; Michael A P Bloomfield; Sunjeev K. Kamboj; Simon E. Blackwell; Tom P. Freeman","Bringing together pharmacological and psychological approaches to mental health research","The Lancet Psychiatry",FALSE
